customer_id,first_name,last_name,email,phone,date_of_birth,gender,age_group,customer_segment,registration_date,preferred_contact,loyalty_points,address,city,state,zip_code
CUST_00001050,Benjamin,Anderson,jamesharvey@example.com,450-725-6702x178,1994-03-04,M,36-45,VIP,2024-03-14,SMS,9608,"1037 Clark Estates, Aaronhaven, GU 95690",West Jasonview,CA,12301
CUST_00001051,Sharon,Hunt,samuelmcclain@example.net,(555)510-8619x9707,1987-03-06,M,56-65,Standard,2023-02-21,Email,6047,"75942 Winters Circles, Brooksstad, MN 42357",Turnerfurt,TX,28312
CUST_00001052,Rebecca,Simpson,angelakaufman@example.net,001-805-260-5573x8410,1993-07-02,F,56-65,Premium,2024-09-04,SMS,9816,"PSC 1615, Box 3176, APO AA 03233",West Kelly,FL,49590
CUST_00001053,Christopher,Miller,sburke@example.net,636.897.5755,1993-11-28,M,65+,Standard,2023-08-04,Email,8191,"0533 Lisa Inlet, Chapmanfurt, VA 07078",New Stevenmouth,NY,68334
CUST_00001054,James,Zavala,robertskeith@example.org,287-445-1261x9379,1954-05-27,M,26-35,Budget,2024-08-30,Phone,1521,"443 Glenda Corner, West Victoria, VT 42908",Marietown,TX,05864
CUST_00001055,Kimberly,Phelps,zlopez@example.com,+1-972-530-6365,1972-04-14,F,65+,Standard,2022-08-28,Phone,2469,"41367 Webb Light, Obrienshire, TN 91360",Lake David,TX,17881
CUST_00001056,Taylor,Lawrence,monica67@example.org,455.679.1209x4540,2001-04-09,F,46-55,VIP,2023-01-17,Email,4276,"PSC 8269, Box 7694, APO AE 31374",Hughesview,FL,72053
CUST_00001057,Peter,Savage,mrandall@example.net,678.263.9141x83590,1987-09-19,M,26-35,VIP,2024-10-21,SMS,8476,"70725 Nelson Stream Apt. 786, North Carolynview, NH 85596",New Thomas,CA,07685
CUST_00001058,John,Martinez,fstewart@example.net,360-237-8280x356,1979-09-15,F,18-25,Budget,2024-05-17,SMS,1661,"0750 James Shoal Apt. 925, Schmittmouth, MP 80711",Holtport,FL,89171
CUST_00001059,Kimberly,Jones,folsen@example.com,(526)367-8616x3386,1959-09-02,M,26-35,Budget,2025-04-02,Email,9415,"49864 Chelsea Lodge Suite 549, Chavezmouth, IN 52162",Josephbury,IL,34148
CUST_00001060,Steven,Jackson,justin21@example.net,+1-401-228-9348,2002-03-20,F,65+,VIP,2024-10-21,Email,7964,"3650 Schultz Locks, Montgomeryton, AZ 10938",East Jacob,FL,41937
CUST_00001061,Patricia,Martinez,lindasmith@example.com,575-584-2768x61277,1958-09-08,F,18-25,Budget,2024-12-03,Phone,4237,"01844 West Lane Apt. 629, Brianchester, LA 09063",East Christianport,CA,08758
CUST_00001062,Danielle,Richardson,qbarron@example.org,(434)265-5461,1958-04-27,Other,46-55,Budget,2024-09-18,Phone,5489,"2644 Charles Rapids Apt. 891, Erinmouth, IL 45019",Margaretmouth,IL,83022
CUST_00001063,Michelle,Drake,imartinez@example.net,+1-207-981-3847x5134,1986-10-24,F,18-25,Standard,2024-04-16,Phone,8711,"58240 Powers Island Suite 651, North Richard, AK 87253",Rodriguezstad,FL,78078
CUST_00001064,Mark,Gibbs,crobinson@example.org,615.684.6439,2000-08-19,Other,18-25,Standard,2024-09-17,Email,5523,"0092 Daniel Knoll Apt. 787, North Nicole, MA 90225",New Anthony,IL,05474
CUST_00001065,Jason,Lopez,katherinewalters@example.net,+1-626-920-5555x628,1967-11-03,F,26-35,VIP,2024-10-29,Phone,795,"339 Carrie Trail Suite 310, Christopherside, NY 67146",Kathleenside,FL,58158
CUST_00001066,Erika,Knight,kristenmoreno@example.org,828.739.7830x1898,1984-03-14,F,18-25,Premium,2024-03-15,Phone,7540,"0745 Moore Island Suite 703, South Cory, ND 84238",Kellymouth,TX,43520
CUST_00001067,Elizabeth,Johnson,nortonandrea@example.org,620-946-9074x39064,2007-02-28,M,56-65,Budget,2023-01-03,Phone,6974,"4407 Cynthia Ports, Millerside, SD 82308",North Carloston,TX,99760
CUST_00001068,Cheryl,Waller,katherinefreeman@example.org,869-642-6166,1974-11-22,Other,36-45,Premium,2025-05-30,SMS,4378,"2756 Taylor Squares, New Johnborough, AL 85883",North Jillland,NY,83802
CUST_00001069,Sarah,Brown,gregoryrivera@example.net,541.366.4308x6042,1969-07-01,F,36-45,VIP,2022-11-09,Email,7319,"4471 Oscar Turnpike Suite 067, South Rebecca, NC 70183",North Jonathan,TX,71723
CUST_00001070,Anthony,Guerrero,williamsstephen@example.net,798.701.1705x6476,1973-01-27,F,65+,Premium,2023-07-13,SMS,1829,"367 Schultz Terrace, Kaylaland, MP 03218",Lake Makayla,TX,63819
CUST_00001071,Jeff,Williams,amber65@example.org,4452334304,1994-01-18,Other,18-25,VIP,2024-12-25,Email,2871,"7554 Reed Valleys, Ballardland, NE 28133",West Christopher,CA,62249
CUST_00001072,James,Lamb,loriwalters@example.org,821.372.6330x80480,1951-03-14,Other,18-25,Standard,2024-10-01,SMS,2369,"3065 Livingston Crossroad Apt. 127, Lake Richardville, AL 74513",Port Donnamouth,FL,54970
CUST_00001073,Christopher,Hernandez,xmccann@example.org,(673)871-1070x68686,2006-12-09,F,36-45,Budget,2024-12-06,Phone,3999,"59468 Lee Mountain Suite 252, Stephenfurt, ND 76908",Lovebury,IL,89697
CUST_00001074,Jessica,Mccann,christopher60@example.org,+1-337-801-4095x0715,1990-04-29,Other,46-55,Premium,2024-04-30,Email,5350,"47725 Jones Course, Daniellestad, TX 90249",East Linda,TX,66708
CUST_00001075,Teresa,Valenzuela,christopher29@example.net,2625881566,1946-02-13,M,26-35,Premium,2025-03-24,Phone,8398,"83434 Rick Islands Suite 808, Ramosbury, LA 64364",West Rachel,CA,34656
CUST_00001076,Clinton,Herrera,padillasteven@example.org,001-843-509-6474x2932,1990-05-21,F,65+,Budget,2024-01-02,Phone,6565,"516 Ann Radial, New Larryview, NC 20733",Taylorfort,CA,27466
CUST_00001077,Adriana,Anderson,curtismiddleton@example.com,001-987-866-3404x19744,1965-12-04,M,65+,Budget,2022-12-25,SMS,1298,"9685 Robert Fall Apt. 751, Garciastad, UT 86621",Lake Angela,FL,43453
CUST_00001078,Connie,Gomez,dawn05@example.org,645.380.7664x878,1958-08-31,M,26-35,Budget,2024-06-08,Phone,8422,"0783 Michael Heights Apt. 245, West Margaret, AS 99716",South Moniqueborough,IL,48288
CUST_00001079,Maria,Collins,kylefreeman@example.net,941-519-1014,1980-03-25,M,65+,Premium,2024-06-01,Phone,9393,"835 Campbell Station, Lake Corymouth, NJ 10132",South Tina,FL,91898
CUST_00001080,Wendy,Lee,rochapaul@example.net,+1-209-517-4479x408,1946-04-02,M,46-55,Budget,2024-11-04,SMS,3042,"90641 Nguyen Summit, Antonioshire, IA 61394",Kingberg,TX,55022
CUST_00001081,Sarah,Young,angela28@example.org,(356)226-0080x5980,1944-11-15,Other,65+,Premium,2023-03-07,SMS,6531,"8286 Soto Turnpike, North Rebekah, ID 01822",Jonesside,NY,08695
CUST_00001082,Jamie,Zimmerman,kduncan@example.org,266.921.5415x198,1944-08-08,Other,36-45,Budget,2024-10-09,Email,6671,"PSC 7292, Box 9428, APO AA 28899",Amandabury,NY,40655
CUST_00001083,Brandi,Huang,jademyers@example.net,+1-474-595-5910,2003-08-31,M,46-55,Standard,2023-07-07,Phone,4375,"2834 Pena Rue Apt. 619, West Manuelside, NM 48431",North Helen,FL,20107
CUST_00001084,Carolyn,Chang,umiller@example.net,+1-394-616-7952x02798,1965-02-13,Other,65+,Budget,2023-03-24,Email,3626,"917 William Junction, Amandafort, KY 77427",Bradton,NY,76040
CUST_00001085,Tara,Reed,roberttran@example.net,+1-907-220-0805,1949-07-01,M,65+,Budget,2025-02-23,Email,1044,"575 Diane Ridges, West Maurice, GU 91923",Morganchester,IL,66065
CUST_00001086,Lisa,Daniel,parkamy@example.com,6154812362,1962-12-03,F,65+,VIP,2024-05-16,SMS,6893,"002 Wilson Square Apt. 672, Heatherchester, AR 81961",Lisafort,IL,90822
CUST_00001087,Timothy,Roberts,smerritt@example.net,(230)283-5728x9091,1989-07-20,F,56-65,VIP,2024-12-04,Phone,9136,"1804 Brandon Drives Apt. 305, Hutchinsonmouth, IA 28655",Haneyburgh,CA,66200
CUST_00001088,Jessica,Reed,cgray@example.com,486-885-6850x66487,1963-12-17,F,36-45,Budget,2025-05-10,Phone,7280,"00255 Sullivan Greens, Melindabury, LA 58791",Derekview,NY,83788
CUST_00001089,Hannah,Collins,keith04@example.org,7563337069,1998-02-27,F,65+,VIP,2024-01-02,Email,8720,"87595 Elliott Estates, New Alice, CT 87686",East Nicole,NY,85394
CUST_00001090,Steve,Nixon,keithgilbert@example.net,211.680.1677x436,1978-10-21,Other,46-55,Budget,2025-05-09,Phone,528,"271 Walker Mall Suite 749, Lake Kevin, NJ 51676",Lake William,IL,11182
CUST_00001091,Sandra,Ortega,fwelch@example.net,764.458.0843x196,1990-02-24,M,65+,VIP,2025-02-25,SMS,5657,"053 Dennis Manor, West Lucasfort, ME 08642",Lake Wanda,CA,70168
CUST_00001092,Kathryn,Dunlap,sara95@example.net,(595)959-1268x13078,1999-01-17,M,65+,Budget,2022-10-06,Phone,4781,"9412 Kathy Green, Brandyburgh, ID 23627",Heatherton,TX,98692
CUST_00001093,Chris,Garcia,keithflores@example.com,(427)943-5149x2863,1988-08-03,F,65+,VIP,2022-11-24,Email,2554,"028 Bradley Light Apt. 763, Joshuaborough, KY 89593",Smithfurt,IL,27771
CUST_00001094,Jennifer,Little,jennysanders@example.org,001-387-602-5215,1987-02-25,Other,26-35,Budget,2025-04-22,SMS,7070,"72368 Williams Stream Suite 852, Williamsberg, GU 95190",West Justin,FL,62181
CUST_00001095,Sara,Cantu,nataliescott@example.com,606.711.3900,1985-10-07,M,36-45,VIP,2025-03-05,Email,6148,"234 William Camp Suite 683, West Michael, MI 53171",New Nathan,IL,73221
CUST_00001096,Nicole,Salazar,foxeric@example.com,001-274-986-9800x55733,1983-09-25,M,46-55,Premium,2024-08-21,Email,6483,"94044 Wilkerson Land Apt. 175, West Robertfurt, MI 42868",Lake Raymondside,NY,52524
CUST_00001097,Jennifer,Martin,vgrimes@example.net,(542)304-3006,1980-08-10,M,18-25,Budget,2025-01-14,Email,2606,"36359 Kathleen Union Apt. 420, New Raymond, DC 19429",East Angela,FL,89541
CUST_00001098,Cynthia,Spears,adamsjennifer@example.org,222-249-2243x0232,1946-02-25,Other,46-55,Budget,2023-01-03,Email,6851,"243 Brown Radial, Bradleybury, MA 30680",New Marcus,IL,50391
CUST_00001099,Ivan,Ramirez,fieldstodd@example.com,001-784-567-6408x9779,1968-02-14,F,36-45,Budget,2025-02-24,SMS,1730,"70906 Paula Freeway, Brownfort, ID 16489",Rodneyburgh,TX,55734
CUST_00001100,Ruben,Matthews,burnssarah@example.org,459-389-7773x8243,1962-01-14,Other,56-65,VIP,2022-12-08,Email,6618,"83381 Vincent Islands, Lake Frank, MA 79326",South Duanetown,FL,76641
CUST_00001101,Kevin,Jackson,samantha01@example.com,522-792-4567x08939,1946-08-14,F,36-45,VIP,2023-09-06,Email,2910,"74153 Tran Valleys, East Jennifer, NV 67146",Kristinland,FL,96362
CUST_00001102,Danielle,Adams,petersonkathryn@example.net,+1-975-495-0825,1958-08-12,F,18-25,Budget,2024-08-29,Phone,2822,"70861 Morrison Hollow, Phillipmouth, LA 61630",Garyville,CA,35743
CUST_00001103,Molly,Williams,jodyfinley@example.com,+1-369-222-7025x2541,2000-08-22,F,56-65,VIP,2025-01-22,Phone,6722,"41266 Fisher Rue Apt. 940, Ashleyport, NJ 05141",East Roger,NY,35449
CUST_00001104,Kathleen,Good,maureenkirby@example.com,(606)554-3261,1963-03-27,Other,18-25,Standard,2022-08-12,Email,9989,"1524 Laura Cape, West Emmachester, ND 32935",New Robinstad,IL,32059
CUST_00001105,Frank,Heath,burgessjacob@example.com,(649)474-7870x6764,1976-05-01,Other,18-25,VIP,2024-04-26,Email,5325,"0781 Jessica Street, North Derekport, NC 01715",Peterport,IL,17388
CUST_00001106,Jennifer,Delgado,rodriguezwilliam@example.com,5443910072,1990-07-20,M,26-35,VIP,2024-11-07,SMS,1490,"PSC 2049, Box 9306, APO AA 07919",Christopherland,TX,08233
CUST_00001107,Tammy,Jones,rwilliams@example.net,(850)831-5887x850,1945-05-29,M,65+,VIP,2023-09-23,SMS,8377,"Unit 5141 Box 4835, DPO AE 44034",Smithstad,NY,16287
CUST_00001108,Gina,Brown,jennifer77@example.org,001-638-561-1511x16271,1991-10-10,M,46-55,Budget,2024-04-14,SMS,3920,"1650 Mckay Well, Lopezmouth, MI 28740",Port Hollyfort,NY,26724
CUST_00001109,Adam,Thomas,lmosley@example.org,001-808-445-2408x8609,1964-06-11,F,65+,Standard,2025-04-10,Phone,2173,"10999 Kimberly Village Apt. 400, East Marymouth, VT 14997",Lake Jaclyn,TX,84765
CUST_00001110,Jessica,Rogers,zacharywest@example.com,001-249-425-4345,1969-12-18,M,18-25,Standard,2023-03-21,SMS,7555,"696 Shannon Plaza, North Benjaminland, WI 22922",Lake Natalie,FL,19953
CUST_00001111,Tyler,Black,jacob67@example.com,+1-567-778-1070x82408,1949-09-06,M,65+,VIP,2024-07-09,Email,2897,"157 Brian Falls, Port Ryan, CO 93624",Daytown,FL,11294
CUST_00001112,Lisa,Nguyen,jmckenzie@example.net,326-360-8696,1998-01-15,Other,65+,Premium,2022-06-30,SMS,5427,"092 Myers Orchard, Port Robert, WI 69789",Perezborough,NY,29145
CUST_00001113,Wendy,Patterson,bradley66@example.net,001-555-208-0050x908,1970-08-26,M,46-55,Premium,2024-04-20,Email,529,"5644 Brenda Summit, Kimberlyberg, KS 28181",Joneston,FL,49233
CUST_00001114,Chelsea,Williams,lyonscaitlyn@example.net,(619)218-1498x3678,1959-05-15,Other,46-55,VIP,2024-12-12,Email,6833,"9117 Gonzales Landing Apt. 043, Morganborough, WA 14291",Loristad,TX,84993
CUST_00001115,Jennifer,Wright,patriciaoliver@example.org,+1-660-839-0367,1972-04-15,Other,56-65,Premium,2023-07-08,SMS,9944,"51534 Mitchell Rapid Apt. 708, East Brianside, AZ 94244",East Travisland,IL,00780
CUST_00001116,Wesley,Boone,smithcynthia@example.org,716-309-9097x578,2000-04-17,Other,18-25,VIP,2023-08-19,Phone,979,"4449 Juan Tunnel Suite 616, East Hannah, NH 90916",Andersonville,TX,02946
CUST_00001117,Patrick,Reese,joseph02@example.net,(784)865-5921,1978-07-07,F,65+,Premium,2024-11-10,Phone,6544,"PSC 9933, Box 9745, APO AE 79994",New Bradbury,IL,71423
CUST_00001118,Kevin,Scott,angela61@example.net,001-937-636-0908x5753,1972-05-01,Other,65+,VIP,2024-09-12,Phone,2032,"429 Alexander Heights, Lake Tony, WY 45313",Port James,CA,52863
CUST_00001119,Daniel,Olsen,stewartkristine@example.org,960.489.6010x6658,1988-11-22,M,36-45,Premium,2022-10-28,SMS,2768,"8293 King Route Apt. 445, Lake Jesseshire, OH 52851",New Nicole,TX,26517
CUST_00001120,Alexandra,Duarte,nicholas69@example.org,398-760-2965x3283,1986-03-11,F,65+,Budget,2023-01-15,Email,3982,"190 Thornton Square Suite 860, West Bryanbury, PW 31794",Lisaland,FL,24008
CUST_00001121,Michael,Molina,carriebrewer@example.com,633.578.8147x42507,1977-08-06,M,36-45,Premium,2022-11-01,Phone,1213,"007 West Way Suite 500, Jamesmouth, NJ 83998",Marquezbury,FL,51941
CUST_00001122,Joseph,Stanton,yclark@example.org,641.451.6329x5661,2004-12-17,Other,46-55,Standard,2023-03-25,Phone,5610,"517 Heather Springs Suite 773, Port Paulview, VI 51752",North Travisview,TX,11769
CUST_00001123,Bryan,Chandler,uparker@example.org,(956)583-5962,1983-11-13,Other,46-55,Budget,2025-04-30,Phone,4225,"5402 Kenneth Mountains Apt. 451, South Joseph, FM 01354",New Deborah,IL,21915
CUST_00001124,Kelsey,Maynard,zcardenas@example.net,(793)667-5627,1965-12-03,F,56-65,Premium,2024-11-29,Email,2425,"893 Ward Knolls Suite 364, East Gina, PR 76310",Samuelmouth,IL,34191
CUST_00001125,Nancy,Hale,troy65@example.net,+1-701-487-6927x043,1999-01-02,F,18-25,Standard,2023-12-30,Phone,9233,"834 Walker Curve Suite 385, Josephburgh, AS 37240",East Christinaview,TX,70705
CUST_00001126,Paul,Ramsey,turnerroger@example.net,+1-698-990-8763x4272,1995-03-02,Other,36-45,Budget,2022-09-30,SMS,2593,"78156 Mary Lodge Apt. 173, Randolphland, IA 97763",Gonzalezport,IL,03129
CUST_00001127,Raymond,Perry,rebeccacarroll@example.org,001-316-424-6988x96762,1955-10-15,Other,36-45,VIP,2023-10-31,SMS,7206,"Unit 2247 Box 6867, DPO AE 90540",Garciamouth,TX,12559
CUST_00001128,Chelsea,Cook,april95@example.com,+1-252-535-2980,1962-11-08,M,65+,Standard,2022-08-24,Email,9952,"5424 Collier Viaduct, North Michaelmouth, NC 24839",North Angela,TX,74660
CUST_00001129,Shannon,Johnson,christopher19@example.org,576.593.1316x453,1969-08-26,F,36-45,Standard,2023-04-29,Email,3467,"53321 Craig Junction, Helenmouth, MD 78588",West Bethstad,IL,75322
CUST_00001130,Jacqueline,Castillo,oruiz@example.org,(768)625-8320x143,1967-10-21,F,26-35,Premium,2024-11-06,Phone,5966,"9883 Mason Freeway Suite 444, North Dorothyborough, WV 17840",Villarrealborough,IL,74496
CUST_00001131,Kristen,Hill,cynthiabennett@example.net,001-442-699-2119,1972-08-04,Other,56-65,VIP,2025-04-22,Phone,2791,"69782 Barbara Street Apt. 872, North Devontown, IL 67557",Lake Brittany,TX,66729
CUST_00001132,Nicole,Rangel,brianahoover@example.net,350-859-5476,1979-08-23,Other,26-35,Budget,2024-09-10,SMS,6133,"030 Luna Walk Apt. 054, Meyerland, AS 92348",North Lori,FL,36441
CUST_00001133,Tristan,Gonzalez,samanthabutler@example.com,411-354-9599,1992-03-23,F,65+,Standard,2023-11-10,SMS,7897,"690 Jimmy Highway, South Dawnmouth, UT 75078",North Regina,NY,48816
CUST_00001134,Rachel,Branch,amber36@example.org,268-801-1536,1962-10-31,F,46-55,Premium,2024-04-05,SMS,1060,"497 David Alley, Johnsonville, MN 26249",Jamestown,TX,47531
CUST_00001135,Julie,Ho,haroldwise@example.com,+1-788-788-0497x04648,1966-11-18,M,36-45,Standard,2025-05-29,Email,2459,"40574 Christopher Route, West James, CT 82652",East Williamshire,TX,10147
CUST_00001136,Scott,Johnson,zolsen@example.com,+1-452-218-5868x04394,1946-07-01,Other,65+,Premium,2024-10-25,SMS,3226,"8578 Chelsea Viaduct, East Timothyborough, NV 62300",Port Christopher,TX,07283
CUST_00001137,Dawn,Torres,tammy86@example.net,(730)374-8781x340,2002-08-29,F,46-55,Premium,2022-06-24,SMS,8587,"136 Troy Bypass, North Tanyahaven, GU 47400",Jessicaville,NY,95362
CUST_00001138,Sara,Smith,evelynortega@example.net,001-894-352-5539x6255,1961-07-18,Other,26-35,Budget,2022-09-27,SMS,538,"10932 Mathew Radial Suite 176, North Coleport, NY 31195",West Karen,FL,05453
CUST_00001139,Sarah,Jenkins,wbrady@example.org,221-266-9481,1949-04-16,Other,18-25,Budget,2022-12-06,SMS,1100,"67965 Garrett Loaf, Bullockburgh, IN 72374",South William,TX,13534
CUST_00001140,Gregory,Wagner,john46@example.org,001-274-690-5389x0595,1954-08-19,Other,56-65,Premium,2024-05-11,Email,7317,"2577 Christopher Squares, Lopezport, DE 07108",Brandystad,IL,97645
CUST_00001141,Julie,Brady,kstein@example.net,755-451-8495,1983-09-01,Other,26-35,Standard,2023-03-16,Phone,2993,"17328 Thomas Trail, Howeburgh, OK 70590",Lake Fernandoberg,NY,81401
CUST_00001142,Patrick,Hampton,schneiderstephen@example.org,+1-734-820-4578x1314,1953-01-29,M,65+,VIP,2023-07-22,Email,659,"41300 Daniel Circles, Rogerport, HI 11465",Johnfort,IL,66321
CUST_00001143,Rebekah,Taylor,oconnellnathan@example.net,(977)802-6049,1983-09-07,F,56-65,Budget,2024-05-21,Email,3113,"256 Wong Inlet Apt. 135, Port Sethchester, WY 38506",Hayesmouth,CA,93109
CUST_00001144,William,Dougherty,klee@example.com,311.394.7505x220,1953-07-06,M,56-65,Budget,2024-12-19,Email,3403,"422 Frederick Stream, East Deborah, PW 18628",Port Andrea,NY,40417
CUST_00001145,Ryan,Sullivan,jasonsullivan@example.org,+1-774-346-9707x119,1994-04-27,M,56-65,VIP,2022-10-16,Phone,1610,"39037 Marc Land Suite 026, Davidfurt, VI 23798",Matthewhaven,IL,70981
CUST_00001146,Chad,Campbell,jennifer93@example.com,+1-687-650-8057x1178,1962-01-07,M,36-45,Premium,2022-08-14,Email,7836,"942 Parker Fort Suite 936, Pattersonton, LA 41075",Floydmouth,CA,15800
CUST_00001147,Alicia,Singh,ryancharles@example.org,001-773-447-7496x784,1973-08-05,F,18-25,VIP,2023-02-21,Email,1636,"Unit 1881 Box 5675, DPO AA 16348",Port Matthew,IL,82797
CUST_00001148,Dana,Johnson,matthew79@example.com,390.977.0455x300,1956-10-10,Other,26-35,VIP,2024-10-06,Phone,9327,"2592 Danielle Ports, Patrickberg, KS 07351",Michaelburgh,CA,43298
CUST_00001149,Michael,Flores,jimenezkeith@example.net,+1-464-424-3742x8220,1947-09-02,Other,46-55,Premium,2022-08-27,SMS,7252,"72652 Stephanie Wells Apt. 487, Williamschester, NV 30893",Jacksonton,NY,07702
CUST_00001150,Ashley,Price,vickiemccann@example.net,+1-332-705-0650x696,2002-02-05,Other,65+,VIP,2023-12-30,Email,4124,"36494 Dale Summit Apt. 020, Vasquezton, ME 08165",Thomasburgh,FL,13161
CUST_00001151,Carrie,Kennedy,david75@example.org,(396)605-8653,1987-03-13,Other,36-45,VIP,2023-01-27,SMS,2892,"PSC 2070, Box 4310, APO AA 60455",East Douglas,TX,61683
CUST_00001152,Ashley,Gross,christine95@example.net,242.386.0176x7873,1950-12-24,Other,46-55,Budget,2024-11-08,SMS,4909,"92383 Bradshaw Expressway Apt. 377, Bradleyport, WY 69219",South Deniseburgh,TX,35096
CUST_00001153,John,Johnson,andrea96@example.net,926-516-5542,1956-10-22,Other,26-35,Budget,2024-03-14,Phone,9195,"46169 Larry Skyway, Jonesberg, RI 56503",Josephland,IL,77440
CUST_00001154,Steven,Johnson,toddjoseph@example.com,+1-467-605-0356x237,1969-06-12,F,65+,VIP,2023-03-30,Email,2984,"48511 Rhonda Island Suite 322, Washingtonland, WV 15621",Port Travismouth,FL,15450
CUST_00001155,Shawn,Hogan,michaeldawson@example.net,001-416-794-2229,1959-12-26,M,36-45,VIP,2023-03-17,Phone,2672,"6176 Frazier Estates Apt. 458, South Ryan, NM 77218",East Wendy,NY,37546
CUST_00001156,Thomas,Robinson,palmerjessica@example.org,+1-215-992-6686x6808,1981-07-14,M,46-55,Budget,2023-09-09,Email,7261,"22750 Heather Shoals, West Thomastown, RI 20868",East Patriciamouth,TX,11903
CUST_00001157,Keith,Holloway,douglas13@example.com,493.992.2689x4954,1996-04-19,Other,65+,Standard,2024-08-29,Email,1781,"369 Donald Inlet, Lake Thomashaven, CO 81380",Cherylville,NY,83158
CUST_00001158,Anthony,Lloyd,qmora@example.net,001-409-688-0409x33627,1993-06-07,M,36-45,Budget,2023-06-04,Phone,8690,"9426 Hall Dale Suite 222, Port Lesliestad, IA 19638",Brentville,FL,51927
CUST_00001159,Jon,Davis,kimberlylopez@example.com,001-365-516-0862x495,1956-12-28,M,65+,Budget,2023-09-18,SMS,3445,"575 Darlene Lodge, Manningfort, CA 89655",New Christopherberg,IL,86792
CUST_00001160,David,Mckinney,chavezjames@example.net,+1-746-355-0636,2005-07-17,Other,26-35,Budget,2023-10-24,Email,3144,"559 Shelly Ranch Suite 697, Brownburgh, DC 26363",Hillport,FL,75487
CUST_00001161,Elizabeth,Rojas,gina43@example.com,542.349.1626,1975-10-11,M,26-35,Standard,2023-11-05,Phone,8461,"22124 Tammy Coves Suite 381, East Jonathanborough, CT 59968",Craigburgh,FL,77954
CUST_00001162,William,Harris,amber85@example.org,(571)704-5351,1985-05-25,Other,56-65,VIP,2024-08-19,SMS,4413,"Unit 4317 Box 1916, DPO AE 26138",Joseland,NY,92457
CUST_00001163,Cynthia,Landry,monica33@example.net,(454)217-6892,1969-07-07,F,46-55,Budget,2024-01-21,Phone,2375,"8028 Reed Crest Suite 919, South Juliastad, LA 78740",North Samantha,TX,42738
CUST_00001164,Jay,Holmes,jessicamorgan@example.org,(513)567-4616x16054,1972-12-15,F,65+,Budget,2022-06-30,SMS,5166,"7127 Webb Mall, Sylvialand, HI 14659",Clarkeport,FL,00554
CUST_00001165,Vanessa,Simmons,chowell@example.org,(304)318-6293,1985-01-23,F,46-55,VIP,2025-02-07,Phone,92,"8647 Smith Tunnel Apt. 925, Johnville, NV 44393",Laurenview,FL,51762
CUST_00001166,Amber,Quinn,hamiltonkenneth@example.org,803-297-2675x457,1981-02-03,M,46-55,Budget,2022-09-14,SMS,2292,"563 Byrd Centers, New Mark, MD 21533",East Darrell,FL,28042
CUST_00001167,William,Shannon,christinefrey@example.com,735-885-9919x7763,1988-10-06,F,18-25,Standard,2024-05-29,Email,4193,"437 Gonzalez Lodge Apt. 871, South Lisachester, MN 28312",Candicemouth,TX,45995
CUST_00001168,Ronald,Carroll,catherineschaefer@example.org,+1-958-429-4863x099,1977-03-24,F,18-25,Budget,2023-05-31,Phone,6265,"9394 Christopher Port, West Erikland, MI 33587",Jenniferton,TX,76495
CUST_00001169,Larry,Thomas,yford@example.org,(774)604-0527x703,2002-06-14,Other,56-65,Standard,2023-09-24,Email,8240,"USNS Williams, FPO AA 86864",Hudsonfort,FL,42505
CUST_00001170,Randall,Rios,estradaaaron@example.org,001-319-340-7234x61504,1975-11-16,F,18-25,Premium,2023-12-23,Email,2628,"92513 Adam Prairie, Bradleyland, ME 58330",Rebeccamouth,TX,23633
CUST_00001171,David,Olson,ericksonyvette@example.com,790.849.7574,2002-12-01,Other,46-55,VIP,2023-04-15,Email,6390,"33388 Wilkerson Way Suite 519, East Jenniferside, ID 07456",West Christopher,FL,05893
CUST_00001172,Kelli,Scott,hendersonbrandon@example.net,001-549-603-5934x1773,1989-09-08,M,36-45,VIP,2024-05-22,Email,1661,"USS Krueger, FPO AP 59992",New Jenniferberg,CA,13591
CUST_00001173,Nicole,Ortega,christopherreyes@example.org,001-323-218-6781,1978-09-17,Other,36-45,Budget,2025-04-13,SMS,6053,"836 Browning Trail, Port Mary, WY 47146",Franklinmouth,FL,31928
CUST_00001174,Catherine,Maldonado,rodney41@example.org,(247)428-6399x624,1959-01-09,F,18-25,VIP,2024-07-17,Email,1212,"Unit 2031 Box 7591, DPO AA 42545",New Bradleytown,TX,86339
CUST_00001175,Dillon,Jacobson,christydiaz@example.com,+1-539-453-9106x733,1972-06-13,Other,46-55,Standard,2025-05-07,Email,9663,"8024 Myers Ridges, East Sydney, MN 72307",Jennyburgh,TX,04068
CUST_00001176,Holly,Berger,smithsandra@example.net,+1-754-344-8479x20740,1994-09-29,Other,26-35,Premium,2024-11-27,Phone,4017,"32217 Murphy Ridge Apt. 254, New Charles, IL 23562",Lake Joshuaton,TX,30588
CUST_00001177,Brian,Hernandez,wanderson@example.org,001-297-229-5755x12637,1975-07-20,Other,56-65,Budget,2024-04-04,SMS,8700,"02251 Hughes Mews, North Rebecca, NM 37944",Martinborough,TX,28561
CUST_00001178,Danielle,Arroyo,michael58@example.org,(656)621-9295x9099,1949-03-02,Other,18-25,Standard,2023-05-02,Email,5143,"6378 Michael Mall, Kaylastad, ND 56653",Wandachester,TX,55248
